id,bedrooms,sqft_living,floors,condition,yr_built,yr_renovated,zipcode,price
3544400045,4,2040,1,5,1937,0,98115,705000
9211520400,4,1840,1,3,1990,0,98023,274900
2738600140,4,2860,2,3,2004,0,98072,499950
3073500111,3,1400,1,4,1953,0,98133,415250
7889000160,3,990,1,4,1958,0,98002,222000
1422059129,3,3120,1,4,1980,0,98042,375000
9430000070,3,1640,2,3,1995,0,98031,300000
2518400046,3,2820,1,5,1920,1957,98146,456700
1315300070,3,1970,1.5,3,1915,2002,98136,925500
1081330030,5,2840,1,4,1975,0,98059,375000
4397010140,3,2370,2,3,1993,0,98042,420000
8564700240,3,2610,2,3,2004,0,98072,575000
597000566,3,1340,1,3,1915,0,98144,335000
9828202030,4,1300,1,3,1958,0,98122,428000
7214711260,4,3340,1,4,1977,0,98077,655000
5569620550,3,2630,2,3,2006,0,98052,738000
6145601890,5,1960,1,3,1965,0,98133,415000
9269200831,3,1090,1,4,1945,0,98126,392000
6021502470,2,1550,1,4,1941,0,98117,555000
646910560,3,1770,2,3,2005,0,98055,260000
2475900565,3,1390,1.5,3,1940,0,98024,392500
4139430810,3,2979,2,3,1993,0,98006,912000
2586800140,2,830,1,3,1943,0,98146,135000
226059121,3,1560,1,3,1978,0,98072,500000
7696610270,3,1360,1,4,1975,0,98001,238000
4279900140,4,1650,1,5,1972,0,98178,251000
5422560810,2,1510,2,4,1978,0,98052,406500
1657300270,4,3010,2,4,1988,0,98092,433495
8648210140,3,1510,1,4,1985,0,98042,265000
3034200247,3,1950,1,3,1957,0,98133,360000
2204500550,4,1800,1,5,1955,0,98006,425000
7390400069,2,2810,1,3,1968,0,98178,450000
1077100070,3,1760,1,5,1954,0,98133,449900
423059360,4,2040,2,3,2004,0,98056,345000
3316500200,4,1690,1,3,1967,0,98008,612500
1328300990,3,1530,1,4,1977,0,98058,317000
4443800505,3,1810,1.5,4,1929,0,98117,585000
7327500200,3,1180,1,3,1981,0,98045,455000
4054510310,4,4090,2,3,1991,0,98077,1.04E+06
7525100060,4,2250,2,4,1968,0,98052,497000
3065600270,3,1070,1,3,1992,0,98023,226750
2881700273,4,1820,1,3,1950,0,98155,385000
7889600685,3,1080,1,3,1948,0,98146,205000
1137500070,4,2760,2,4,1989,0,98075,745000
5104530810,4,2550,2,3,2005,0,98038,371000
3905060070,4,2080,2,3,1991,0,98029,545000
6450302545,3,1280,1.5,4,1931,0,98133,443000
7972602435,2,950,1,3,1951,0,98106,287000
5423500240,3,1050,1,3,1983,0,98023,194000
8074200160,3,1800,1,5,1957,0,98056,265000
3317500070,4,3840,1,4,1963,0,98040,1.14E+06
6119700030,4,3674,2,3,1987,0,98166,699950
2568800160,4,1710,1.5,3,1950,0,98125,433000
2781250520,2,910,1,3,2003,0,98038,200000
7230200310,3,1340,1,3,1968,0,98059,289571
4400900030,4,2340,1,3,1967,0,98155,440000
4038300070,3,1510,1,3,1960,0,98007,400000
5706000070,4,2630,2,5,1962,0,98027,589000
825069078,5,3100,2,3,1986,0,98053,850000
363000045,3,940,1.5,3,1903,0,98122,520000
1912100875,2,1370,2,3,2000,0,98102,555000
7853230200,3,2480,2,3,2004,0,98065,470000
9406500350,2,1068,2,3,1990,0,98028,207000
5152960350,4,2390,1,3,1976,0,98003,379750
6021500320,4,2170,1,3,1950,0,98117,709000
7137910140,3,1520,1,3,1993,0,98092,240000
6117500955,4,2210,1,4,1953,0,98166,445500
269001331,5,3200,1,5,1959,0,98199,1.31E+06
1023059190,3,1160,1,4,1959,0,98059,210000
8961970560,4,2670,2,3,1999,0,98074,603000
3066400710,3,2520,2,3,1987,0,98074,720000
795000765,2,760,1.5,3,1947,0,98168,92000
2767603535,3,1310,2,4,1901,0,98107,600000
7774200070,4,2750,1,4,1948,0,98146,725000
4029400140,5,1790,1,3,1961,0,98155,409950
1954400060,3,1790,2,3,1989,0,98074,515000
2473002650,4,2400,1,5,1968,0,98058,495000
5451220200,4,2420,2,4,1973,0,98040,998000
1472700200,3,1710,1,4,1986,0,98033,630000
1661000060,3,2000,1,3,1972,0,98177,410000
2600110710,3,1580,1,4,1979,0,98006,602000
2600110560,4,2310,1,5,1980,0,98006,750000
8617000060,4,3580,2.5,3,1991,0,98007,711600
8562720390,4,4320,2,3,2006,0,98027,1.05E+06
1137300890,3,2560,2,3,1981,0,98072,700500
4104900340,4,3220,2,3,1991,0,98056,710000
2616700560,3,1660,1,3,1985,0,98001,250000
1061500510,4,2420,1,5,1964,0,98056,350000
6411600370,7,2870,1,3,1961,0,98125,475000
4154302075,2,830,1,2,1920,0,98118,200000
1727500390,4,1710,1,4,1972,0,98034,450000
2538410260,5,2600,2,3,2005,0,98058,316000
9269200520,1,670,1,3,1920,0,98126,310000
7334400070,3,1500,1,4,1970,0,98045,392000
1972200696,3,1460,3,3,2000,0,98103,521000
2267000486,2,1540,1,3,1949,0,98117,495000
1311800560,3,1250,1,4,1967,0,98001,209000
9542400075,4,2230,1.5,5,1959,0,98005,809950
3223069065,2,1800,1,3,1950,2008,98038,400000
1724500030,4,2400,1,3,1980,0,98133,415000
3751602797,4,2370,2,4,1978,0,98001,411000
809002030,2,1830,1,4,1926,0,98109,825000
993002127,3,1480,3,3,2008,0,98103,436000
1473120140,4,2620,2,3,1991,0,98058,460000
7849200861,3,1300,1,4,1959,0,98065,281000
269000030,4,3120,1,3,1956,0,98199,976000
2607760700,4,2400,2,3,1995,0,98045,485000
7715801090,3,1430,2,3,1984,0,98074,429000
1999600320,3,2480,2,3,1990,0,98006,729000
4221250340,3,2280,2,3,2003,0,98075,625000
3668000810,3,1390,1,4,1987,0,98092,218500
2337300370,3,1030,1,4,1960,0,98023,175000
1453602065,3,1120,1,4,1938,0,98125,442500
3359500960,3,1300,2,3,1986,0,98115,480000
6133100125,3,2410,1,4,1965,0,98117,715500
8562600260,3,1470,1,3,1963,0,98052,432500
2325069032,5,4720,2,3,2005,0,98053,875000
1223039235,5,2910,2,4,1940,1991,98146,605000
4139480350,4,5000,3,3,2002,0,98006,1.69E+06
3348401382,3,1690,1,5,1982,0,98178,318000
164000267,2,1000,1,4,1947,0,98133,311300
1099900030,5,2400,1,3,1992,0,98188,325000
4139700260,5,3330,2,3,2008,0,98006,795000
6071800310,4,2060,1,4,1962,0,98006,558000
1321720140,4,3090,2,3,1995,0,98023,370000
8078460320,4,2350,2,3,1993,0,98074,598850
6388930570,3,2180,2,3,1994,0,98056,515700
3709500060,3,1870,2,3,2003,0,98011,458000
5469500640,3,3530,2.5,4,1985,0,98042,583500
293910070,4,2460,2,3,2003,0,98034,653750
3158500340,3,1650,2,3,2011,0,98038,299000
2617300200,5,3480,1,4,1976,0,98027,532000
521049200,3,3176,2,4,1985,0,98198,819000
7779200105,4,2420,1,5,1967,0,98146,945000
8651500710,4,2260,1,3,1983,0,98074,608700
871000435,4,2380,1,4,1949,0,98199,812000
217500140,5,3400,1,4,1959,0,98133,464000
9290850810,4,3770,2,3,1989,0,98053,950000
6844700510,4,2672,2,3,2005,0,98115,700000
1232001040,3,1180,1,3,1939,0,98117,435000
3751601171,3,1810,1,4,1954,0,98001,229500
6117502220,3,2610,1.5,4,1952,0,98166,1.58E+06
4322300140,3,1450,1,4,1963,0,98003,265000
1526059051,2,1600,1,3,1950,0,98072,995000
3800000160,3,2650,1,5,1975,0,98155,590000
1454600116,4,2490,2,3,1979,0,98125,740000
4174600055,2,850,1,5,1909,0,98108,360000
2594200566,4,1820,1,3,1976,0,98136,548500
8825900465,3,1960,1,4,1920,0,98115,599000
8562900310,3,2350,1,4,1978,0,98074,615000
1446401555,3,1320,1,3,1988,0,98168,292000
3528000140,4,3720,2,3,1988,0,98053,899000
7625704500,3,2210,1,4,1912,0,98136,500000
3575302397,3,1910,1.5,3,2003,0,98074,580000
6190500340,4,2840,2,3,1998,0,98028,580000
475000510,3,1320,1,4,1920,0,98107,594000
7199340320,3,2440,1,3,1981,0,98052,500000
3904940140,4,2420,1,3,1988,0,98029,550000
2310030390,3,1180,1,4,1993,0,98038,275000
2591800340,3,1820,2,4,1983,0,98058,390000
3505100126,3,3760,2.5,4,1910,0,98116,1.25E+06
3361401977,3,1560,2,3,1997,0,98168,250000
5422570260,2,1790,2,4,1979,0,98052,405000
100600320,3,1430,1,3,1968,0,98023,213950
8099200030,3,1390,1,4,1963,0,98031,232000
7140600055,3,990,1,4,1959,0,98002,207000
3422049276,3,1880,1,3,1988,0,98001,310000
3157600240,3,2520,3,3,1990,0,98106,540000
91000135,4,2060,1.5,3,1920,1990,98103,750000
423059369,4,2150,2,3,2005,0,98056,392500
5152000030,5,2500,1,3,1962,0,98003,305000
7732300390,3,2390,2,3,1984,0,98052,735000
1954430390,4,2400,2,3,1990,0,98074,575000
7891600260,2,660,1,3,1915,0,98106,175000
2329800140,4,1580,2,4,1984,0,98042,291000
8653900070,4,3250,2,3,1994,0,98075,791500
7740500070,3,1880,1,3,1951,0,98155,475000
3352401090,2,1190,1,3,1951,0,98178,238950
2767704756,3,1280,2,3,2000,0,98107,470000
7504400710,4,2380,1,3,1978,0,98074,420000
7787100390,3,2040,2,3,1996,0,98045,440000
4240400140,4,1440,1.5,4,1929,0,98117,656000
7202270570,3,2120,2,3,2001,0,98053,559950
3037200045,2,990,1,3,1935,0,98122,600000
3750605247,3,1710,1,4,1972,0,98001,255000
7972604425,4,1840,1.5,3,1957,0,98106,210750
809002610,4,1150,1.5,3,1909,0,98109,485000
4123840570,3,2250,2,3,1995,0,98038,390000
1081200070,3,2460,1,4,1970,0,98059,405000
9274204100,4,1540,1.5,2,1905,0,98116,462500
1072010510,4,2210,1,3,1978,0,98059,435000
7202330160,3,1440,2,3,2003,0,98053,440000
8731990700,3,1790,1,3,1978,0,98023,299950
9828200746,2,1120,2,3,1970,1998,98122,440000
9407100310,3,1260,1,3,1975,0,98045,312620
6817800510,3,1180,1,3,1981,0,98074,372500
7212680860,3,1730,2,3,1994,0,98003,297262
3260000570,4,2250,1,4,1963,0,98005,735000
1139000400,3,1550,2,4,1922,0,98177,430000
8649401000,2,1070,1.5,3,1995,0,98014,241000
6600400260,3,1460,1,4,1969,0,98042,201000
1797500435,2,1060,1,4,1910,0,98115,570000
2155000160,4,1840,1,3,1967,0,98052,538000
9526600340,3,2440,2,3,2011,0,98052,729000
2205500030,4,1700,1,3,1955,0,98006,331500
2123049114,2,680,1,3,1941,0,98188,110700
8078050140,3,1700,1,3,1996,0,98022,245000
7617500075,3,2000,1,4,1956,0,98177,427000
381000240,4,2340,1,3,1953,0,98115,650500
7568700260,2,1120,1,4,1939,0,98155,335900
1370803925,2,1510,1.5,3,1939,0,98199,535000
1250200786,5,2120,1,4,1906,0,98144,360000
7399300510,3,1500,1,3,1968,0,98055,294900
5430300106,2,1030,1,4,1928,0,98115,460000
2954400310,4,5440,2,3,1990,0,98053,1.77E+06
9209900335,2,1150,1,4,1905,0,98112,463000
1920079062,5,2420,1,3,1962,0,98022,332000
7227800055,4,1750,1,4,1943,0,98056,199500
7227800055,4,1750,1,4,1943,0,98056,247000
3296900160,4,2170,2,3,1992,0,98019,442500
3421069053,3,2540,1,3,2007,0,98022,600000
7202380340,3,1690,2,3,2005,0,98053,449000
6716700240,4,1600,1.5,4,1926,0,98115,725000
1431400070,3,1060,1,3,1961,2001,98058,215000
9554200200,2,1990,1,3,1948,0,98115,582500
1310900140,4,2210,2,4,1968,0,98032,305000
9454200030,4,3090,2,3,1959,1989,98042,734000
1402810140,3,1050,1,3,1986,0,98019,300000
1823069155,5,2550,1,5,1960,0,98027,525888
2530800070,4,2095,1.5,5,1910,0,98116,711000
4024100496,3,1520,1,3,1978,0,98155,360000
5252000200,5,2750,2,3,1987,0,98031,357000
7331900270,3,1200,1,4,1960,0,98002,235000
1574700140,3,1830,1,3,1928,1976,98040,550000
162500030,3,1160,1,4,1957,0,98133,324000
3705900292,3,1750,1,3,1989,0,98133,420000
2141500070,4,2400,2,3,2003,0,98059,450000
8562750060,5,4140,2,3,2004,0,98027,825000
7349620030,4,2115,2,3,1998,0,98002,272000
2523039315,3,2580,1.5,3,1990,0,98166,481000
2877101821,3,1220,1,3,1927,0,98117,500000
1176000390,2,1630,1,4,1940,0,98107,448000
8682262190,2,1350,1,3,2004,0,98053,480000
7202350060,3,1690,2,3,2004,0,98053,475000
3630060070,2,1700,2,3,2005,0,98029,472500
2413300810,4,1890,1,4,1979,0,98003,291000
6450304260,2,850,1,4,1950,0,98133,294000
2025059204,4,2480,1,4,1967,0,98004,1.01E+06
7202290240,3,1690,2,3,2002,0,98053,442500
1788700070,2,810,1,4,1959,0,98023,170000
8085400055,4,3980,1,3,1968,0,98004,1.58E+06
5700002025,3,2580,2,3,1925,0,98144,665000
853600310,5,6085,3,3,2000,0,98014,1.61E+06
5332200320,2,2140,1,3,1930,1991,98112,675000
2130701535,2,1360,1,3,1957,1989,98019,279900
510002010,4,1800,1.5,4,1929,0,98103,875000
3630110510,3,1920,2,3,2005,0,98029,571000
6300000400,3,860,1.5,3,1927,0,98133,320000
1560920200,3,2340,1,3,1986,0,98038,525000
1652500060,8,4040,1,4,1962,0,98004,1.65E+06
9368700270,3,1160,1,3,1942,0,98178,137900
2223089053,3,1680,2,4,1989,0,98045,440000
9828201920,3,1280,1,3,1945,0,98122,360000
7334401040,4,1800,1,4,1977,0,98045,271000
5152700060,6,4250,1,3,1967,0,98003,465000
1460900030,4,2400,2,3,2004,0,98001,280000
3626039250,2,940,1,4,1942,0,98103,283000
7199360320,3,1110,1,3,1980,0,98052,411500
8731901610,3,2420,1,4,1967,0,98023,282000
6821102317,3,1850,2.5,3,2005,0,98199,535000
3271300955,4,2020,2,5,1943,0,98199,554729
3271300955,4,2020,2,5,1943,0,98199,868000
2623089135,3,1830,1,3,1991,0,98045,427000
2044500152,4,1920,1,4,1954,0,98125,455000
1725059187,2,1280,1,3,1953,2010,98033,595000
6699930260,4,3130,2,3,2004,0,98038,400000
3295610200,4,3920,2,3,1997,0,98075,770000
1186000125,4,3100,2,3,1919,1996,98122,742500
6065300570,4,3220,1,5,1973,0,98006,1.25E+06
8039900400,3,1670,1,3,1968,0,98045,375000
1925059200,4,2700,2,4,1960,0,98004,1.56E+06
5729000070,4,5461,1,4,1964,0,98032,545000
98000960,4,4400,2,3,2003,0,98075,1.05E+06
1330300451,3,2190,1,4,1957,0,98112,1.57E+06
4312700340,4,1200,1.5,4,1970,0,98092,178000
3797700030,3,1470,1,3,1989,0,98031,262500
452001890,3,1650,1.5,4,1900,0,98107,730000
2927600105,5,1840,1,3,1948,0,98166,395000
3298300140,3,1210,1,3,1959,0,98008,355000
1321700390,3,1870,2,3,1989,0,98023,299990
1222069129,4,3890,1.5,3,2001,0,98038,1.13E+06
1081800070,4,2660,2,4,1972,0,98059,425000
6414100732,2,1150,1,3,1951,0,98125,349000
513000445,4,1740,1,5,1942,0,98116,554950
6888900060,6,2580,1.5,3,1913,0,98118,326000
7309100270,4,1720,1,3,1975,0,98052,580000
2162000260,3,2740,2,4,1977,0,98040,699000
7732000045,3,2610,1,3,1985,0,98033,757000
3764800510,3,1400,1,3,1965,0,98034,335000
2481600030,3,2570,1,3,1983,0,98052,660000
5126310060,4,2830,2,3,2005,0,98059,540000
1310700390,5,2630,2,3,1966,0,98032,320000
6402710070,3,1580,2,3,1994,0,98055,280000
5702450260,3,1540,1,3,1989,0,98045,324000
3243200310,3,2120,1,4,1967,0,98059,300000
2131200885,3,1830,2,4,1913,1964,98019,360000
8651480550,3,2260,2,3,1987,0,98074,600000
3024059036,4,2500,1,4,1970,0,98040,950000
6382500079,3,1830,3,3,2014,0,98117,599950
4363700200,4,1190,1,3,1951,0,98126,190000
3876310860,4,2310,1,3,1970,0,98034,350000
2391602650,3,1230,1.5,3,1929,0,98116,522000
2597530070,3,2940,2,3,1992,0,98006,850000
1314300046,3,1010,1,4,1954,0,98118,308000
3693900885,6,2550,2,4,1907,0,98117,1.02E+06
6046400465,3,1480,1.5,3,1938,1959,98103,397500
4388000070,3,1460,1,3,1977,0,98023,186000
8854000370,5,3110,1,3,1977,0,98011,436500
4459800075,3,2140,1,4,1928,0,98103,710000
7153200160,5,3450,2,5,1905,0,98122,1.38E+06
7752400075,3,1960,1,3,1957,0,98008,450000
7604410030,4,1890,1,3,1981,0,98106,375000
2144800311,2,2080,1,3,1960,0,98178,315000
1705400550,3,1700,1.5,3,1918,0,98118,467500
9485700136,3,1140,1,3,1959,0,98106,330000
1822039225,3,3136,1.5,5,1910,0,98070,665000
2625059301,4,2590,3,3,2013,0,98007,760000
7625702440,3,1480,2,3,2014,0,98136,469000
9126100487,3,1500,2,3,2000,0,98122,408000
7922900030,3,2660,1,4,1971,0,98008,851000
8682292180,2,1350,1,3,2007,0,98053,410000
6730700260,2,860,1,3,1943,0,98024,235000
7225000045,2,1000,1,3,1916,0,98055,207100
4140500055,4,2480,1,5,1959,0,98028,560000
2592210370,3,3860,2,4,1984,0,98006,903000
1337800830,3,2140,2,3,1905,0,98112,998500
1951500055,4,1820,1.5,3,1959,0,98032,268500
1136100045,2,2220,1,4,1970,0,98072,494950
3860400060,4,2660,2,3,1999,0,98004,1.13E+06
1657000070,3,1470,1,4,1942,0,98030,250000
1423069129,4,2350,1,4,1971,0,98027,449000
1118001631,3,2980,1,3,1964,0,98112,1.23E+06
7399200240,4,1870,1,3,1966,0,98055,325000
4037000160,5,2430,1,4,1957,0,98008,506000
8562740370,4,2790,2,3,2003,0,98027,751000
9407001620,3,1370,2,3,1993,0,98045,280000
2481620310,4,4470,2,3,1988,0,98072,1.12E+06
7511200350,3,2040,1,3,1980,0,98053,580000
4039100350,4,2340,1,5,1963,0,98008,665000
808300270,4,2520,2,3,1999,0,98019,450000
3023059012,4,1710,1.5,4,1942,0,98055,389900
4039300810,3,1200,1,3,1962,0,98007,427000
8849300320,3,1330,1,3,1983,0,98188,265000
272000320,3,1310,2,3,1998,0,98144,398000
1180002470,6,3020,2,3,1941,1992,98178,354000
1330290160,4,2260,2,3,1999,0,98030,339950
6392000570,2,790,1,3,1948,0,98115,399000
8835200160,2,970,1,3,1983,0,98034,325000
868000575,3,2250,1,4,1955,0,98177,998800
597000550,4,1530,1.5,3,1914,0,98144,350000
6669000070,4,1780,1,5,1967,0,98004,1.00E+06
7202340860,3,2120,2,3,2005,0,98053,561000
6141100320,2,1500,1,3,1926,0,98133,245000
6141100320,2,1500,1,3,1926,0,98133,570000
6815100370,4,2390,1.5,5,1931,0,98103,845000
5636010560,4,2390,2,3,1996,0,98010,314500
2592200030,3,2920,1,4,1981,0,98006,650000
1823059159,2,850,1,3,1907,0,98055,298000
2254501620,2,930,1,3,1904,0,98122,500000
9275700765,4,3340,2,3,1998,0,98126,870000
7454000875,2,710,1,5,1942,0,98126,299000
7434500127,3,2240,1,3,1979,0,98125,527000
646500070,3,1060,1,5,1966,0,98007,420000
9432900560,3,2360,2,3,1991,0,98022,290000
5154700060,4,3520,1,4,1951,0,98136,1.66E+06
3395300260,3,1730,1,3,1977,0,98052,499990
2113700510,3,1170,1,3,1943,2013,98106,315000
4053200566,4,3680,2,4,1981,0,98042,425000
7214720400,3,2900,2,3,1987,0,98077,630000
3211210200,3,1290,1.5,3,1971,0,98034,365000
7010700810,4,2010,2,5,1901,0,98199,774000
3971700390,3,1490,1,4,1950,0,98155,368888
9406550060,4,1930,2,3,1994,0,98038,339500
414100045,4,2240,1,4,1956,0,98133,344950
4276400030,3,2320,1,3,1952,1994,98166,450000
9433000060,4,2990,2,3,2014,0,98052,814950
7885800160,4,2200,2,3,2003,0,98042,299900
2473101070,3,1500,1,4,1967,0,98058,315000
3701000060,3,3860,1,3,1970,0,98155,880000
8651441290,3,1430,1,4,1977,0,98042,195000
255400060,5,3750,2,3,2001,0,98074,910000
8567450140,5,3100,2,3,2002,0,98019,540000
2517000140,3,1870,2,3,2005,0,98042,306000
1938400520,4,2040,1,4,1978,0,98023,272000
3179100055,5,3700,2,3,1950,2014,98105,1.30E+06
1924069105,3,3150,1,3,1970,0,98027,450000
704450070,3,1990,2,3,1993,0,98028,450000
2881700046,4,1740,1.5,3,1965,0,98133,310000
8955800045,2,2080,1,4,1954,0,98042,530000
3816300105,4,2060,2,4,1979,0,98028,435000
6649900030,3,1590,1,4,1948,0,98177,485000
1912100885,3,1760,2,3,1922,0,98102,690000
9542840570,4,1620,2,3,2008,0,98038,305000
2473381070,3,1210,1,3,1975,0,98058,300000
7137950350,4,2040,1,3,1993,0,98092,289950
1088800060,3,2270,2,3,1990,0,98011,575000
4054530260,4,6640,2,3,1993,0,98077,1.82E+06
248000240,3,1060,1,4,1962,0,98023,219000
3995700435,4,1940,1,4,1948,0,98155,265000
9287800135,5,3070,2,3,2006,0,98103,1.11E+06
4337000070,3,930,1,3,1943,0,98166,200000
8859000045,4,2180,1,4,1959,0,98146,545000
8856920550,3,2130,2,3,1991,0,98058,378000
5705500075,2,800,1,4,1922,0,98136,388000
6163901433,4,2200,1,3,1959,0,98155,425000
475000004,2,1130,2,3,2009,0,98107,536000
7936500172,3,1970,1,3,1937,1998,98136,1.18E+06
2770604080,3,1680,2,3,2014,0,98119,629950
5101408599,4,1470,1,3,1955,0,98125,465000
1226059105,4,2390,1,4,1969,0,98072,545000
3211700045,4,2300,2,4,1979,0,98008,592000
8567300270,4,2280,1,3,1957,1984,98038,446000
6021503655,3,1330,3,3,2004,0,98117,375000
7202331160,5,2640,2,3,2003,0,98053,632500
2763710060,4,2430,1,3,1974,0,98155,459950
3211270160,4,2470,2,3,1989,0,98092,485000
3365900106,3,1440,1,3,1965,0,98168,255000
1761300340,3,1320,1,5,1975,0,98031,251750
2909300240,3,2810,2,3,2001,0,98074,725000
476000324,3,1370,3,3,2005,0,98107,460000
2141200030,3,2000,1,5,1981,0,98116,625000
9557300560,3,1980,1,4,1973,0,98008,530000
2612000200,3,2050,2,3,2002,0,98168,394950
6002400030,4,2320,1,3,1959,2014,98178,324950
6064800060,3,1960,2,3,2003,0,98118,330000
8091410390,4,1910,1,3,1986,0,98030,220000
1786830060,3,2030,2,4,1980,0,98052,685000
7277100055,3,2210,1,3,1972,0,98177,500000
3392500060,4,2610,1,3,1965,0,98188,368000
3897100640,3,2520,2,4,1990,0,98033,825000
7942602080,6,1840,1,3,1900,0,98122,660000
2787311480,3,1570,1,4,1971,0,98031,253000
5467200055,4,2400,1,5,1953,0,98042,392500
7277100510,3,1930,2,3,1978,0,98177,605000
2525300200,3,1160,1,4,1969,0,98038,215000
7732500270,4,2820,2,4,1985,0,98052,650000
5700001920,4,3060,2,4,1922,0,98144,877500
5560000640,3,1320,1,3,1961,0,98023,232500
2781250560,2,1200,2,3,2003,0,98038,234000
1122059037,3,1560,1,3,1970,0,98042,380000
5515600163,5,3070,1,3,1983,0,98001,420000
8807300570,3,1040,1,3,1978,0,98053,399950
9412700550,3,1990,1,3,1969,0,98042,256750
9202600060,3,1690,2,3,1984,0,98027,535000
8857320030,3,1810,2,4,1979,0,98008,515000
685000160,4,2520,1,4,1953,0,98004,770000
8001100030,3,1570,1,3,1996,0,98001,256000
9144100126,3,1680,1,4,1940,0,98117,489900
7149410060,3,1250,1,4,1978,0,98032,165000
3388000640,3,1280,1,4,1962,0,98031,220000
1321700030,4,4620,2,4,1991,0,98023,575000
6662400105,3,1580,2,3,2004,0,98072,375000
3971700903,3,1650,2,5,1977,0,98155,422250
6804600260,3,1660,1,3,1981,0,98011,420000
8078460520,4,2410,2,3,1993,0,98074,608000
2436700800,3,1720,1.5,4,1921,0,98105,620000
2592210510,3,3120,2,3,1983,0,98006,850000
9414610320,4,2680,1,4,1974,0,98027,463000
7567600030,5,2640,1,4,1954,0,98178,750000
624110810,3,3730,2,3,1989,0,98077,1.07E+06
4123800400,3,1700,1,3,1986,0,98038,290000
9424400105,4,2280,1,3,1947,0,98116,525000
7941130140,3,1220,2,3,1986,0,98034,319000
1568100295,6,3500,2,3,1980,0,98155,592500
6683000295,3,2010,2,3,1977,0,98070,350000
5710610520,3,2130,1,4,1973,0,98027,454900
1565900390,4,1800,2,3,1992,0,98022,272000
6608500260,3,1070,1,3,1961,0,98033,357500
7338401230,3,1020,1,5,1954,0,98118,285000
7212660520,4,1600,1,3,1994,0,98003,280000
8901001290,4,1380,1,3,1928,0,98125,477000
3345100030,3,3270,2,4,1982,0,98056,750000
7986401275,4,2100,2,3,1907,1993,98107,595000
3047700045,3,2110,3,3,2001,0,98103,525000
1422029117,3,1640,1,4,1966,0,98070,319000
104530240,3,1320,1,3,1986,0,98023,225000
8718500260,4,2420,1,5,1958,0,98028,485000
3735901040,3,1390,1.5,3,1908,0,98115,341000
3448002180,3,2320,2,3,2014,0,98125,674000
5126300960,3,2170,2,3,2003,0,98059,442250
1774220400,4,2710,2,4,1977,0,98077,591000
8648100030,3,1450,1,3,1998,0,98042,276000
7940710070,3,1370,1,3,1988,0,98034,394000
1518000070,3,1810,1,3,2001,0,98019,355000
3832500260,3,1420,1,4,1963,0,98032,260000
1139600270,3,2090,1,3,1987,0,98023,300000
1139600270,3,2090,1,3,1987,0,98023,310000
1099610830,3,1330,1,3,1976,0,98023,209000
5647000060,3,1330,1,3,1985,0,98034,344950
3352402272,5,1910,1,4,1951,0,98178,230000
6669020640,3,2310,1,4,1978,0,98032,336950
6154900070,3,2500,1,5,1948,0,98177,700000
1545802080,3,1310,1,3,1987,0,98038,230000
8161020060,4,2040,2,3,1994,0,98014,443500
8161020060,4,2040,2,3,1994,0,98014,471000
443000060,3,2400,1,3,1962,0,98115,595000
4172100200,3,1400,1.5,3,1929,0,98117,470000
7309100070,4,1700,1,4,1975,0,98052,600000
191100672,4,3160,2.5,3,1997,0,98040,1.38E+06
2125400160,3,1340,1,3,1985,0,98034,427800
259800060,4,1470,1,4,1965,0,98008,445000
4402700125,3,1790,1,4,1953,0,98133,382000
7504180070,3,1560,1,5,1989,0,98074,577000
2723069129,3,2620,2,4,1990,0,98038,427000
3210400060,3,1580,1,3,1962,0,98198,255000
8658301535,3,1090,1,3,1961,0,98014,240000
8923100125,5,3240,1.5,4,1939,0,98115,1.23E+06
5592900105,4,2520,1,5,1955,0,98056,435000
8964800695,3,2230,1,3,1949,0,98004,1.45E+06
5104510860,4,2430,2,3,2002,0,98038,425000
1090000075,2,1020,1,5,1923,0,98136,393000
1446800181,4,1810,1,2,1959,0,98168,264950
1829300520,4,3460,2,3,1987,0,98074,746500
3992700070,3,2020,1,3,1956,0,98125,450000
2472950160,3,1410,1,3,1983,0,98058,229950
3468800310,2,750,1,2,1933,0,98108,425000
6613000935,4,5300,2,2,1923,0,98105,2.56E+06
4054530240,4,4380,1.5,3,1993,0,98077,1.40E+06
2600040160,3,2290,2,4,1984,0,98006,753000
4229900140,2,720,1,2,1943,0,98136,310000
1005000240,2,1200,1,4,1949,0,98118,395000
4188000240,3,2620,1,3,1985,0,98052,725000
1562100340,4,2120,2,3,1964,0,98007,295000
7941600390,3,1580,1,4,1967,0,98003,225000
2655500241,3,4160,3,3,2001,0,98040,1.70E+06
8651720060,3,1830,1,3,1979,0,98034,431000
2621750350,3,2000,1,3,1998,0,98042,358500
2397101375,2,980,1,3,1907,0,98119,595000
808300200,4,3040,2,3,2000,0,98019,468000
8645500370,4,1740,1,4,1962,0,98058,260000
5668500045,3,1450,1.5,5,1955,0,98133,375000
6679000370,3,1560,2,3,2003,0,98038,295000
8699800070,4,2050,1,4,1986,0,98198,403900
9500900060,3,1760,1,4,1956,0,98002,269950
2255500060,3,1740,2,3,1998,0,98122,640000
5071500140,3,910,1,3,1966,0,98148,221000
3546000070,3,1700,1,3,1987,0,98030,255000
9478500570,4,2620,2,3,2008,0,98042,300000
2473440070,3,1500,1,4,1973,0,98058,270000
952001710,4,1630,1,3,1947,0,98116,575000
7905400160,3,1370,1,5,1968,0,98001,246900
